id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2工具，3材料，4建筑，6机械，7出现在食谱内，8出现在秘银锅内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795铁锅，150029融合台）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）
20045,大眼蛙字牌,1855,1771,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,大眼蛙留言牌,1856,1772,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,505,6,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,大眼蛙围栏,1857,1773,1,[4],[21534],3,,,1,,1,0,3,3,0,800,0,11323,3,,11513,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,大眼蛙桌子,1858,1774,1,[4],[257],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,大眼蛙椅子,1859,1775,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,大眼蛙沙发,1860,1776,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,4,,11309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,大眼蛙衣柜,1861,1777,1,[4],[21554],3,,,1,,1,0,3,3,0,800,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052,大眼蛙床,1862,1778,1,[4],[21532],3,,,1,,1,0,3,3,0,800,0,11513,3,,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,
20053,布丁狗衣柜,1863,1779,1,[4],[21554],3,,,1,,1,0,3,3,0,800,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20054,布丁狗床,1864,1780,1,[4],[21532],3,,,1,,1,0,3,3,0,800,0,11504,3,,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,
20055,布丁狗沙发,1865,1781,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,4,,11309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20056,布丁狗桌子,1866,1782,1,[4],[257],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,布丁狗椅子,1867,1783,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20058,布丁狗门,1868,1784,1,[4],[21534],3,,,1,,1,0,3,3,0,800,0,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20059,布丁狗围栏,1869,1785,1,[4],[21534],3,,,1,,1,0,3,3,0,800,0,11323,3,,11504,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20060,布丁狗字牌,1870,1786,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,布丁狗留言牌,1871,1787,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,505,6,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20062,布丁狗方块,1872,1788,[20],[4],[21544],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20063,双子星衣柜,1874,1789,1,[4],[21554],3,,,1,,1,0,3,3,0,800,0,11323,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,双子星床,1875,1790,1,[4],[21532],3,,,1,,1,0,3,3,0,800,0,11503,3,,11307,3,,11323,3,,,,,,,,,,,,,,,,,,,,,,,
20065,双子星沙发,1876,1791,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,4,,11309,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20066,双子星桌子,1877,1792,1,[4],[257],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,双子星椅子,1878,1793,1,[4],[256],3,,,1,,1,0,3,3,0,800,0,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20068,双子星门,1879,1794,1,[4],[21534],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20069,双子星围栏,1880,1795,1,[4],[21534],3,,,1,,1,0,3,3,0,800,0,11323,3,,11510,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20070,双子星字牌,1881,1796,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,双子星留言牌,1882,1797,1,[4],[21545],3,,,1,,1,0,3,3,0,800,0,505,6,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,双子星方块,1883,1798,[20],[4],[21544],3,,,1,,1,0,3,3,0,800,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20999,20001-20999为商业化预留,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21000,软雪棱锥,176024,2188,1,[4],[996],,,,,,2,0,3,3,0,800,0,160001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21001,厚雪棱锥,176025,2189,1,[4],[996],,,,,,2,0,3,3,0,800,0,122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21002,自然冰棱锥,176026,2190,1,[4],[996],,,,,,2,0,3,3,0,800,0,160002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21003,永冻冰棱锥,176027,2191,1,[4],[996],,,,,,2,0,3,3,0,800,0,160002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21004,石剑,12012,1104,"[1,1]","[0,1]","[21501,21512]","[1,2]",,StoneSword,,StoneSword,1,0,3,3,1,11000,0,11627,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
21005,木盾,12317,1101,"[1,1]","[0,1]","[21501,21515]","[1,2]",,WoodenShield,,WoodenShield,1,0,3,3,1,11000,0,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
21006,黄铜盾,12318,1101,[2],[1],[21515],"[1,2]",,BrassShield,,BrassShield,1,0,3,3,1,800,0,11329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21007,钛金盾,12319,1101,[3],[1],[21515],"[1,2]",,TitaniumShield,,TitaniumShield,1,0,3,3,1,800,0,11330,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21008,能量矛,12013,1105,[4],[1],[21513],"[1,2]",,EnergySpear,,EnergySpear,1,0,3,3,1,800,0,11203,5,,11332,1,,11911,2,,,,,,,,,,,,,,,,,,,,,,0.1,
21009,石料,11627,101,1,[3],[21527],,,,,,4,0,3,3,0,11000,0,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
21010,小份水果拼盘,150101,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21011,小份炒蔬菜,150102,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21012,小份煎肉排,150103,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21013,小份煎鱼,150104,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21014,小份蒸玉米,150105,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21015,小份蒸番薯,150106,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21016,小份一碗饭,150107,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21019,煎肉排,150110,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21020,鲜肉沙拉,150111,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21021,蔬菜炒肉,150112,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21022,海陆大餐,150113,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21023,鲜肉炒饭,150114,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21024,水果拼盘,12501,1,1,"[7,8]",,,,FreshFruitPlatter,,FreshFruitPlatter,1,0,3,3,1,794,100,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21025,果蔬沙拉,150115,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21026,海鲜沙拉,150116,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21027,水果饭团,150117,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21028,炒蔬菜,150118,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21029,蔬菜炒海鲜,150119,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,蔬菜饭团,150120,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21031,煎鱼,150121,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21032,海鲜炒饭,150122,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21033,一碗饭,12529,1,1,"[7,8]",,,,CookedRice,,CookedRice,1,0,3,3,0,794,200,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21034,蒸玉米,150123,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,229,1,,229,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21035,蒸番薯,150124,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,241,1,,241,1,,,,,,,,,,,,,,,,,,,,,,,,,,
21036,大份煎肉排,150127,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,
21039,大份鲜肉沙拉,150128,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,
21040,大份蔬菜炒肉,150129,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21041,大份海陆大餐,150130,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21042,大份鲜肉炒饭,150131,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21043,大份鲜肉沙拉,150128,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,
21044,果蔬鲜肉拼盘,150132,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21045,海陆水果沙拉,150133,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21046,鲜肉水果饭团,150134,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,234,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,
21047,大份蔬菜炒肉,150129,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21048,海陆菜包,150135,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21049,鲜肉蔬菜炒饭,150136,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21050,大份海陆大餐,150130,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21051,海陆炒饭,150137,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21052,大份鲜肉炒饭,150131,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21053,大份水果拼盘,150138,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,
21054,大份果蔬沙拉,150139,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21055,大份海鲜沙拉,150140,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21056,大份水果饭团,150141,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21057,大份果蔬沙拉,150139,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21058,果蔬烤鱼拼盘,150142,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21059,果蔬饭团,150143,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21060,大份海鲜沙拉,150140,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21061,海鲜水果饭团,150144,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21062,大份水果饭团,150141,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21063,大份炒蔬菜,150145,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,,,,
21064,大份蔬菜炒海鲜,150146,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21065,大份蔬菜饭团,150147,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21066,大份蔬菜炒海鲜,150146,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21067,鲜鱼蔬菜炒饭,150148,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21068,大份蔬菜饭团,150147,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21069,大份煎鱼,150149,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,
21070,大份海鲜炒饭,150150,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21071,大份海鲜炒饭,150150,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12496,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21072,大碗饭,150151,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,234,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,,,,
21073,大份蒸玉米,150152,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,229,1,,229,1,,229,1,,,,,,,,,,,,,,,,,,,,,,,
21074,大份蒸番薯,150153,1,1,"[7,8]",,,,,,,1,0,3,3,0,794,100,241,1,,241,1,,241,1,,,,,,,,,,,,,,,,,,,,,,,
21077,豪华煎肉排,150189,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,
21078,豪华鲜肉沙拉,150156,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,12506,1,,,,,,,,,,,,,,,,,,,,
21079,豪华蔬菜炒肉,150157,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21080,豪华海陆大餐,150158,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21081,豪华鲜肉炒饭,150159,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12513,1,,234,1,,,,,,,,,,,,,,,,,,,,
21082,豪华鲜肉沙拉,150156,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,
21083,豪华果蔬鲜肉拼盘,150160,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12506,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21084,豪华海陆水果沙拉,150161,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21085,豪华鲜肉水果饭团,150162,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12506,1,,234,1,,,,,,,,,,,,,,,,,,,,
21086,豪华蔬菜炒肉,150157,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21087,豪华海陆菜包,150163,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21088,豪华鲜肉蔬菜炒饭,150164,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,
21089,豪华海陆大餐,150158,1,1,"[7,8]",,,,,,·,1,0,3,3,1,794,100,12513,1,,12513,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21090,豪华海陆炒饭,150165,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21091,豪华鲜肉炒饭,150159,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12513,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21092,豪华鲜肉沙拉,150156,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,
21093,豪华海陆水果沙拉,150161,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21094,豪华鲜肉水果饭团,150162,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12506,1,,234,1,,,,,,,,,,,,,,,,,,,,
21095,豪华果蔬鲜肉拼盘,150160,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21096,豪华海陆果蔬拼盘,150166,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21097,豪华鲜肉果蔬盖饭,150167,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,
21098,豪华海陆水果沙拉,150161,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21099,豪华海陆水果盖饭,150168,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21100,豪华鲜肉水果饭团,150162,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12506,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21101,豪华蔬菜炒肉,150157,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21102,豪华海陆菜包,150163,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21103,豪华海陆菜包,150163,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21104,豪华海陆蔬菜盖饭,150169,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21105,豪华鲜肉蔬菜炒饭,150164,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12621,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21106,豪华海陆大餐,150158,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21107,豪华海陆炒饭,150165,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21108,豪华海陆炒饭,150165,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,12496,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21109,豪华鲜肉炒饭,150159,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12513,1,,234,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21110,豪华水果拼盘,150170,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,
21111,豪华果蔬沙拉,150171,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12506,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21112,豪华海鲜沙拉,150172,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12506,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21113,豪华水果饭团,150173,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12506,1,,234,1,,,,,,,,,,,,,,,,,,,,
21114,豪华果蔬沙拉,150171,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21115,豪华果蔬鲜鱼拼盘,150174,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21116,豪华果蔬饭团,150175,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,
21117,豪华海鲜沙拉,150172,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21118,豪华海鲜炒饭,150190,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21119,豪华水果饭团,150173,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12506,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21120,豪华果蔬沙拉,150171,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
21121,豪华果蔬饭团,150175,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12621,1,,234,1,,,,,,,,,,,,,,,,,,,,
21122,豪华果蔬烤鱼拼盘,150177,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21123,豪华海鲜果蔬盖饭,150178,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21124,豪华果蔬饭团,150175,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12621,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21125,豪华海鲜沙拉,150172,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,
21126,豪华海鲜炒饭,150190,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,12496,1,,234,1,,,,,,,,,,,,,,,,,,,,
21127,豪华海鲜炒饭,150190,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,12496,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21128,豪华水果饭团,150173,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12506,1,,234,1,,234,1,,234,1,,,,,,,,,,,,,,,,,,,,
21129,豪华炒蔬菜,150179,1,1,"[7,8]",,,,,,,1,0,3,3,1,794,100,12621,1,,12621,1,,12621,1,,12621,1,,,,,,,,,,,,,,,,,,,,
