方块ID,方块名称,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],渲染贴图组,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石质，2=黄铜，3=秘银，4=钛金，5=钨金）,随机颜色,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1)
1188,船舵,,Rudder,,,ruddermodelcontainer,,5,,,,,1,1,1,2,0,2,,,,,25,8,1,0,,0,,1188,10000,0,0,1188,10000,,,1,1,0,,1,helm,helm,blocks.wood,blockd.wood,,1188,0,1,,cea673,,,,,4,,1,15,15,,1,,,,,
1189,螺旋推进器,,HelicalThruster,,,modelcontainer,,5,,,,,1,1,1,2,0,2,,,,,25,8,1,0,,0,,1189,10000,0,0,1189,10000,,,1,1,0,,1,sensorblock,sensorblock_top,blocks.stone,blockd.stone,blockd.stone,1189,0,1,,cdd2d5,,,,,4,,1,15,15,,1,,,,,
1190,浮桶,,Buoy,,,floatBucket,,5,,,,,1,1,1,2,0,2,,,,,10,6,1,0,,0,,1190,10000,0,0,1190,10000,,,1,1,0,,1,keg_float,keg_float,blocks.wood,blockd.wood,,1190,0,1,,cea673,,,,,4,,1,15,15,,1,,,,,
1191,海神像,,,,,poseidonstatue,,4,,,,,1,1,1,2,0,2,,,,,100,20,1,0,,0,,1191,10000,0,0,1193,10000,,,1,1,0,,2,poseidon_statue,poseidon_statue,blocks.stone,blockd.stone,blockd.stone,1191,2,1,,858487,,,,,4,,1,15,15,,1,,1,10,3,
1192,晒鱼架,,,,,fishframe,,4,,,,,1,1,1,2,0,2,,,,,10,6,1,0,,0,,1192,10000,0,0,1192,10000,,,1,1,0,,1,fishframe,fishframe,blocks.wood,blockd.wood,,1192,0,1,,cea673,,,,,1,,1,15,15,,1,,,,,
1193,海神像（破）,,,,,poseidonstatuebad,,4,,,,,1,1,1,2,0,2,,,,,100,20,1,0,,0,,1193,10000,0,0,1193,10000,,,1,1,0,,2,poseidon_statue_bad,poseidon_statue_bad,blocks.stone,blockd.stone,blockd.stone,1193,2,1,,84956c,,,,,4,,1,15,15,,1,,1,10,3,
1194,彼岸种子,,,,,shoreflowergrow,,1,,1186,,1,1,0,0,1,3,0,,1,,,1,0,1,15,100,15,,1194,10000,0,0,1194,10000,,,0,1,0,,1,flower_pineapple,flower_pineapple,,blockd.grass,,1194,0,1,,b12a0d,0.12,,,,,,0,15,15,,1,5,,,2,
1195,贝壳双人沙发,HaidiTwinSofa,HaidiTwinSofa,,,simplesofa,,4,4,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1195,10000,0,0,1195,10000,,,3,1,0,,1,haidi_twin_sofa,haidi_twin_sofa,blocks.wood,blockd.wood,blockd.wood,1195,1,1,,7b4b99c,,,,,4,,1,15,15,,1,,1,10,3,
1196,机械臂II,,,,,wireless_rangehydarm,,,,,,,1,1,1,2,0,2,,,,,10,4,1,0,,0,,367,10000,0,0,367,10000,,,2,1,0,,1,machine_arm_on,,blocks.stone,blockd.stone,,367,2,1,,b99871,,,,,4,,1,15,15,,1,,,1,,
1197,推拉机械臂II,,,,,wireless_rangehydarm,,,,,,,1,1,1,2,0,2,,,,,10,4,1,0,,0,,368,10000,0,0,368,10000,,,2,1,0,,1,machine_arm_on,,blocks.stone,blockd.stone,,368,2,1,,b99871,,,,,4,,1,15,15,,1,,,1,,
1198,机械臂部件,R-ArmUnit,R-ArmUnit,,,wireless_extenhydarm,,,,,,,1,1,1,2,0,2,,,,,24,10,1,0,,0,,0,0,0,0,0,0,,,2,1,0,,1,machine_arm_on,,blocks.stone,blockd.stone,,0,0,,,b99871,,,,,1,,1,15,15,,1,,,,,
1199,移动的机械臂,MovingR-ArmUnit,MovingR-ArmUnit,,,wireless_movinghydarm,,,,,,,1,1,1,2,0,2,,,,,24,-1,1,0,,0,,0,0,0,0,0,0,,,2,1,0,,1,piston_top_normal,,blocks.stone,blockd.stone,,0,0,,,b99871,,,,,1,,1,15,15,,1,,,,,
1200,篝火,,bonfire,,,bonfire,,5,,,,,1,1,1,2,0,2,,,,,50,10,1,0,,0,,1200,10000,0,0,1200,10000,,,1,1,12,,1,bonfire,bonfire,blocks.stone,blockd.stone,,1200,2,1,,7b4b2c,,,,,4,,0,15,15,8,1,,,1,3,
1201,石碑,,monument,,,tombstone,,5,,,,,1,1,1,2,0,2,,,,,80,20,1,0,,0,,1201,10000,0,0,1201,10000,,,1,1,0,,1,monument,monument,blocks.stone,blockd.stone,,1201,2,1,,7b4b2c,,,,,4,,0,15,15,,1,,,10,3,
1202,部落图腾,,,,,villagetotem,,4,,,,,1,1,1,2,0,2,,,,,200,25,1,0,,0,,1202,10000,0,0,1202,10000,,,1,1,0,,3,villagetotem,villagetotem,blocks.stone,blockd.stone,,1202,2,2,,7b4b2c,,,,,4,,0,15,15,,1,,1,10,3,
1203,农夫旗帜,,,,,villagerflag,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,1203,10000,0,0,1203,10000,,,1,1,0,,2,farmerflag,,blocks.wood,blockd.wood,,1203,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
1204,樵夫旗帜,,,,,villagerflag,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,1204,10000,0,0,1204,10000,,,1,1,0,,2,woodmanflag,,blocks.wood,blockd.wood,,1204,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
1205,守卫旗帜,,,,,villagerflag,,5,,,,,1,0,1,2,0,2,,,,,100,10,1,0,,0,,1205,10000,0,0,1205,10000,,,1,1,0,,2,guardflag,,blocks.wood,blockd.wood,,1205,1,1,,7b4b2c,,,,,4,,0,15,15,,1,,1,1,3,
1206,透明硬质玻璃块,HardGlass,HardGlass,,,glass,2,4,4,,1,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1206,10000,0,0,1206,10000,,,3,1,0,,1,hardglass,,blocks.stone,blockd.glass,blockd.stone,1206,2,2,,FAFFF0,,,,,,,1,8,15,,6,,,10,,
1207,硬质玻璃块,WhiteHardGlass,WhiteHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1207,10000,0,0,1207,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1207,2,2,,FAFFF0,,,,,,1206,1,8,15,,6,,,10,,
1208,硬质玻璃块,OrangeHardGlass,OrangeHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1208,10000,0,0,1208,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1208,2,2,,dc7a3f,,,,,,1206,1,8,15,,6,,,10,,
1209,硬质玻璃块,RedPurpleHardGlass,RedPurpleHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1209,10000,0,0,1209,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1209,2,2,,d485ba,,,,,,1206,1,8,15,,6,,,10,,
1210,硬质玻璃块,LightBlueHardGlass,LightBlueHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1210,10000,0,0,1210,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1210,2,2,,63b9ce,,,,,,1206,1,8,15,,6,,,10,,
1211,硬质玻璃块,YellowHardGlass,YellowHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1211,10000,0,0,1211,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1211,2,2,,ede15c,,,,,,1206,1,8,15,,6,,,10,,
1212,硬质玻璃块,LightGreenHardGlass,LightGreenHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1212,10000,0,0,1212,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1212,2,2,,8b9935,,,,,,1206,1,8,15,,6,,,10,,
1213,硬质玻璃块,LightRedHardGlass,LightRedHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1213,10000,0,0,1213,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1213,2,2,,f9bfda,,,,,,1206,1,8,15,,6,,,10,,
1214,硬质玻璃块,GreyHardGlass,GreyHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1214,10000,0,0,1214,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1214,2,2,,5c6669,,,,,,1206,1,8,15,,6,,,10,,
1215,硬质玻璃块,LightGreyHardGlass,LightGreyHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1215,10000,0,0,1215,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1215,2,2,,9ba5a8,,,,,,1206,1,8,15,,6,,,10,,
1216,硬质玻璃块,BlueGreenHardGlass,BlueGreenHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1216,10000,0,0,1216,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1216,2,2,,3f93a4,,,,,,1206,1,8,15,,6,,,10,,
1217,硬质玻璃块,PurpleHardGlass,PurpleHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1217,10000,0,0,1217,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1217,2,2,,884a9d,,,,,,1206,1,8,15,,6,,,10,,
1218,硬质玻璃块,BlueHardGlass,BlueHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1218,10000,0,0,1218,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1218,2,2,,48719d,,,,,,1206,1,8,15,,6,,,10,,
1219,硬质玻璃块,DeepRedHardGlass,DeepRedHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1219,10000,0,0,1219,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1219,2,2,,84684c,,,,,,1206,1,8,15,,6,,,10,,
1220,硬质玻璃块,GreenHardGlass,GreenHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1220,10000,0,0,1220,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1220,2,2,,5b8337,,,,,,1206,1,8,15,,6,,,10,,
1221,硬质玻璃块,RedHardGlass,RedHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1221,10000,0,0,1221,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1221,2,2,,ab4730,,,,,,1206,1,8,15,,6,,,10,,
1222,硬质玻璃块,BlackHardGlass,BlackHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,20,1.2,0,,0,,1222,10000,0,0,1222,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1222,2,2,,1f2527,,,,,,1206,1,8,15,,6,,,10,,
1223,贝壳床,ShellBed,ShellBed,,,shellbed,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1223,10000,0,0,1223,10000,,,3,1,0,,1,haidi_bed,haidi_bed,blocks.stone,blockd.glass,blockd.stone,1223,1,1,,ffebef,,,,,4,,1,15,15,,1,,1,10,3,
1224,贝壳沙发,ShellSofa,ShellSofa,,,shafa,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1224,10000,0,0,1224,10000,,,3,1,0,,1,haidi_sofa,haidi_sofa,blocks.stone,blockd.glass,blockd.stone,1224,1,1,,ffebef,,,,,4,,1,15,15,,1,,1,10,3,
1225,贝壳桌子,ShellTable,ShellTable,,,oceantable,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1225,10000,0,0,1225,10000,,,3,1,0,,1,haidi_desk,haidi_desk,blocks.stone,blockd.glass,blockd.stone,1225,1,1,,ffebef,,,,,4,,1,15,15,,1,,1,10,3,
1226,贝壳椅子,ShellChair,ShellChair,,,chair,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1226,10000,0,0,1226,10000,,,3,1,0,,1,haidi_chair_Color,haidi_chair_Color,blocks.stone,blockd.glass,blockd.stone,1226,1,1,,ffebef,,,,,4,,1,15,15,,1,,,10,3,
1227,珊瑚门,CoralDoor,CoralDoor,,,simpledoor,,4,,,,,1,1,1,1,3,2,,,,,25,25,1,1,,0,,1227,10000,0,0,1227,10000,,,0,1,0,,2,haidi_coraldoor,haidi_coraldoor,blocks.wood,blockd.wood,blockd.stone,1227,1,1,,ffebef,,,,,4,,3,15,15,,1,,1,10,,
1228,贝壳门,ShellDoor,ShellDoor,,,simpledoor,,4,,,,,1,1,1,1,3,2,,,,,25,25,1,1,,0,,1228,10000,0,0,1228,10000,,,0,1,0,,2,haidi_door,haidi_door,blocks.wood,blockd.wood,blockd.stone,1228,1,1,,ffebef,,,,,4,,3,15,15,,1,,1,10,,
1229,珊瑚窗,CoralWindow,CoralWindow,,,windows,,4,,,,,1,1,1,1,3,2,,,,,25,25,1,1,,0,,1229,10000,0,0,1229,10000,,,0,1,0,,1,haidi_coralwindow,haidi_coralwindow,blocks.wood,blockd.wood,blockd.wood,1229,1,1,,ffebef,,,,,4,,0,15,15,,1,,,10,,
1230,贝壳窗,ShellWindow,ShellWindow,,,windows,,4,,,,,1,1,1,1,3,2,,,,,25,25,1,1,,0,,1230,10000,0,0,1230,10000,,,0,1,0,,1,haidi_window,haidi_window,blocks.wood,blockd.wood,blockd.wood,1230,1,1,,ffebef,,,,,4,,0,15,15,,1,,,10,,
1231,海洋储物柜,CoralShellBox,CoralShellBox,,,chest,,5,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1231,10000,0,0,1231,10000,,,3,1,0,,1,haidi_closet,haidi_closet,blocks.stone,blockd.glass,blockd.stone,1231,1,1,,ffebef,,,,,4,,1,15,15,,1,,,10,,
1232,海洋屏风,CoralShellScreen,CoralShellScreen,,,screen,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1232,10000,0,0,1232,10000,,,3,1,0,,2,haidi_screen,haidi_screen,blocks.stone,blockd.glass,blockd.stone,1232,1,1,,ffebef,,,,,4,,0,15,15,,1,,1,10,3,
1233,贝壳楼梯,ShellStair,ShellStair,,,simplestair,1,4,4,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1233,10000,0,0,1233,10000,,,3,15,0,1,1,haidi_stairs,haidi_stairs,blocks.stone,blockd.glass,blockd.stone,1233,1,1,,ffebef,,,,,4,,0,15,15,,1,,,10,3,
1234,海洋衣柜,CoralShellCloset,CoralShellCloset,,,simplecloset,,4,,,,,1,1,1,1,0,2,,,,,-1,25,1,0,,0,,1234,10000,0,0,1234,10000,,,2,1,0,,3,haidi_robe,haidi_robe,blocks.wood,blockd.wood,blockd.wood,1234,1,1,,7b4b83c,,,,,4,,0,15,15,,1,,1,10,3,
1235,海洋落地灯,CoralShellFloorLamp,CoralShellFloorLamp,,,shelllight,,4,,,,,1,1,1,0,0,0,,,,,25,25,1,0,,0,,1235,10000,0,0,1235,10000,,,3,1,0,,1,haidi_erect_light,haidi_erect_light,blocks.stone,blockd.glass,blockd.stone,1235,1,1,,ffebef,,,,,4,,1,15,15,,1,,1,10,3,
1236,海洋吊灯,CoralShellCeilinglamp,CoralShellCeilinglamp,,,shelllight,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1236,10000,0,0,1236,10000,,,3,1,0,,1,haidi_ceiling_light,haidi_ceiling_light,blocks.stone,blockd.glass,blockd.stone,1236,1,1,,ffebef,,,,,4,,1,15,15,,1,,1,10,3,
1237,贝壳台灯,ShellTablelamp,ShellTablelamp,,,shelllight,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1237,10000,0,0,1237,10000,,,3,1,0,,1,haidi_desk_lamp,haidi_desk_lamp,blocks.stone,blockd.glass,blockd.stone,1237,1,1,,ffebef,,,,,4,,1,15,15,,1,,,10,3,
1238,海洋大花盆,CoralShellBigflowerpot,CoralShellBigflowerpot,,,flowerpot,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1238,10000,0,0,1238,10000,,,3,1,0,,1,haidi_flowerpot,haidi_flowerpot,blocks.stone,blockd.glass,blockd.stone,1238,1,1,,ffebef,,,,,4,,0,15,15,,1,,,10,,
1239,珊瑚栅栏,CoralFence,CoralFence,,,fence,,4,4,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1239,10000,0,0,1239,10000,,,3,1,0,,1,haidi_coralrail,haidi_coralrail,blocks.stone,blockd.glass,blockd.stone,1239,1,1,,ffebef,,,,,4,,6,15,15,,1,,,10,,
1240,珊瑚栅栏门,CoralFenceGate,CoralFenceGate,,,fencegate,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1240,10000,0,0,1240,10000,,,3,1,0,,1,haidi_coral_rail_door,haidi_coral_rail_door,blocks.stone,blockd.glass,blockd.stone,1240,1,1,,ffebef,,,,,4,,6,15,15,,1,,,10,,
1241,贝壳栅栏,ShellFence,ShellFence,,,fence,,4,4,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1241,10000,0,0,1241,10000,,,3,1,0,,1,haidi_rail,haidi_rail,blocks.stone,blockd.glass,blockd.stone,1241,1,1,,ffebef,,,,,4,,6,15,15,,1,,,10,,
1242,贝壳栅栏门,ShellFenceGate,ShellFenceGate,,,fencegate,,4,,,,,1,1,1,0,0,2,,,,,25,25,1,0,,0,,1242,10000,0,0,1242,10000,,,3,1,0,,1,haidi_rail_door,haidi_rail_door,blocks.stone,blockd.glass,blockd.stone,1242,1,1,,ffebef,,,,,4,,6,15,15,,1,,,10,,
1243,贝壳风铃,ShellBell,ShellBell,,,bells,,4,,,,,1,1,1,0,0,0,,,,,25,25,1,0,,0,,1243,10000,0,0,1243,10000,,,3,1,0,,1,haidi_windbell,haidi_windbell,blocks.stone,blockd.glass,blockd.stone,1243,1,1,,ffebef,,,,,4,,0,15,15,,1,,,10,3,
1244,星球岩斜板,HorasRockCantboard,HorasRockCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,500,15,1,0,,0,,1244,10000,0,0,1244,10000,,,2,15,0,,1,Planetstonebrick,,blocks.stone,blocks.stone,blocks.stone,1244,2,3,,C0C0C0,,,,,,,6,15,15,,1,,,10,,
1245,竹板斜板,BambooCantboard,BambooCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,1245,10000,0,0,1245,10000,,,2,15,0,,1,planks_bamboo,,blocks.wood,blockd.wood,blockd.wood,1245,1,1,,c1a661,,,,,,,6,15,15,,1,,,1,,
1246,胭脂红斜板,CarmineCantboard,CarmineCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,100,2,,1246,10000,0,0,1246,10000,,,2,15,0,,1,planks_peachblossom,,blocks.wood,blockd.wood,blockd.wood,1246,1,1,,7c6037,,,,,,,6,15,15,,1,,,1,,
1247,水泥砖斜板,CementBrickCantboard,CementBrickCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,70,12,1,0,,0,,1247,10000,0,0,1247,10000,,,2,15,0,,1,brick,,blocks.stone,blockd.stone,blockd.stone,1247,2,1,,8d5845,,,,,,,6,15,15,,1,,,10,,
1248,硫黄砖斜板,SulfurBrickCantboard,SulfurBrickCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,40,12,1,0,,0,,1248,10000,0,0,1248,10000,,,2,15,0,,1,sulfur_brick,,blocks.stone,blockd.stone,blockd.stone,1248,2,1,,8e452a,,,,,,,6,15,15,,1,,,10,,
1249,石质斜板,StoneCantboard,StoneCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,1249,10000,0,0,1249,10000,,,2,15,0,,1,rock,,blocks.stone,blockd.stone,blockd.stone,1249,2,1,,939188,,,,,,,6,15,15,,1,,,10,,
1250,精制石砖斜板,FineBrickCantboard,FineBrickCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,75,12,1,0,,0,,1250,10000,0,0,1250,10000,,,2,15,0,,1,stonebrick,,blocks.stone,blockd.stone,blockd.stone,1250,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,
1251,钛合金斜板,TitaniumCantboard,TitaniumCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,200,60,1,0,,0,,1251,10000,0,0,1251,10000,,,1,15,0,,1,titanium_block,,blocks.stone,blockd.stone,blockd.stone,1251,2,3,,81c9fb,,,,,,,6,15,15,,1,,,20,,
1252,黄铜斜板,BrassCantboard,BrassCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,200,40,1,0,,0,,1252,10000,0,0,1252,10000,,,1,15,0,,1,brass_block,,blocks.stone,blockd.stone,blockd.stone,1252,2,1,,81c9fb,,,,,,,6,15,15,,1,,,10,,
1253,云母斜板,MicaCantboard,MicaCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,40,16,1,0,,0,,1253,10000,0,0,1253,10000,,,1,15,0,,1,silica_block,,blocks.stone,blockd.stone,blockd.stone,1253,2,1,,b7bcb7,,,,,,,6,15,15,,1,,,10,,
1254,秘银斜板,MithrilCantboard,MithrilCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,1254,10000,0,0,1254,10000,,,2,15,0,,1,mithsilver_block,,blocks.stone,blockd.stone,blockd.stone,1254,2,1,,5d605d,,,,,,,6,15,15,,1,,,10,,
1255,炽炎斜板,FlamoCantboard,FlamoCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,1255,10000,0,0,1255,10000,,,2,15,0,,1,flamecrystal_block,,blocks.stone,blockd.stone,blockd.stone,1255,2,1,,fac117,,,,,,,6,15,15,,1,,,10,,
1256,柠檬黄斜板,CitrineCantboard,CitrineCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,2,20,2,,1256,10000,0,0,1256,10000,,,2,15,0,,1,planks_arbor,,blocks.wood,blocks.wood,blocks.wood,1256,1,1,,c1a661,,,,,,,6,15,15,,1,,,10,,
1257,苍石灰斜板,CinerousCantboard,CinerousCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,10,1,0,,0,,1257,10000,0,0,1257,10000,,,2,15,0,1,1,planks_leafless,,blocks.wood,blockd.wood,blockd.wood,1257,1,3,,7c6037,,,,,,,6,15,15,,1,,,1,,
1258,深栗红斜板,CrimsonCantboard,CrimsonCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,2,,1258,10000,0,0,1258,10000,,,2,15,0,,1,planks_walnut,,blocks.wood,blockd.wood,blockd.wood,1258,1,1,,452f20,,,,,,,6,15,15,,1,,,1,,
1259,落日橙斜板,SunsetOrangeCantboard,SunsetOrangeCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,1259,10000,0,0,1259,10000,,,2,15,0,,1,planks_phoebe,,blocks.wood,blockd.wood,blockd.wood,1259,1,1,,be8254,,,,,,,6,15,15,,1,,,1,,
1260,海棠红斜板,BegoniaRedCantboard,BegoniaRedCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,1260,10000,0,0,1260,10000,,,2,15,0,,1,planks_redwood,,blocks.wood,blockd.wood,blockd.wood,1260,1,1,,644b2b,,,,,,,6,15,15,,1,,,1,,
1261,象牙白斜板,IvoryCantboard,IvoryCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,32,7,1,2,5,1,,1261,10000,0,0,1261,10000,,,2,15,0,,1,planks_birch,,blocks.wood,blockd.wood,blockd.wood,1261,1,1,,dfdbc2,,,,,,,6,15,15,,1,,,1,,
1262,秋叶橙斜板,DarkOrangeCantboard,DarkOrangeCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,35,9,1,1,20,2,,1262,10000,0,0,1262,10000,,,2,15,0,,1,planks_cathaya,,blocks.wood,blockd.wood,blockd.wood,1262,1,1,,865d39,,,,,,,6,15,15,,1,,,1,,
1263,斜板,Cantboard,Cantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,1263,10000,0,0,1263,10000,,,2,15,0,,1,planks_fruittree,,blocks.wood,blockd.wood,blockd.wood,1263,1,1,,c1a661,,,,,,,6,15,15,,1,,,1,,
1264,黄砖斜板,YellowBrickCantboard,YellowBrickCantboard,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,1264,10000,0,0,1264,10000,,,2,15,0,,1,sandstone,sandstone_normal,blocks.stone,blockd.stone,blockd.stone,1264,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,
