ID,名字,描述,获得方式
32192,Mini-Freundschaftskarte (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Kann über das Event „Mini-Freundschaftskarte“ erhalten werden.
32193,5. Jahrestag des Disziplintrupps (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Kann durch den Beitritt zum Disziplintrupp erhalten werden.
32194,Wildblumengenuss (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Erhalten Sie es beim Kauf des Season Pass
32195,Blütensaison (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Erhalten Sie es beim Kauf des Season Pass
32196,Mini-Freundschaft (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Kann über das Event „Mini-Freundschaftskarte“ erhalten werden.
33000,Die obigen Angaben sind für Avatar Frame 30-Tage-Artikel reserviert,Spielversion ist zu niedrig,
33001,Kirsche - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33002,Altstadt - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33003,Rosa Baa-Schaf - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33004,Niedliches Tigermädchen - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33005,Tintenstraße - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33006,Süßigkeiten - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33007,Kleiner gegrillter Zug - dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33008,Xiaoxianxian - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33009,Yangjiabao - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33010,Erinnerung an Han - Dynamisch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33011,Kirsche,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33012,Altstadt,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33013,Rosa Schafe,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33014,Süßes Tigermädchen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33015,Modo,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33016,Süßigkeiten,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33017,Kleiner gegrillter Zug,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33018,Xianxian,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33019,Yangjiabao,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33020,Speicher Han,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Akquisition von Sprecheraktivitäten
33021,Spielversion ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Teilnahme an der Spielversion ist zu wenig Aktivität, um"
33022,Spielversion ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Teilnahme an der Spielversion ist zu wenig Aktivität, um"
33023,Knuspriges Baguette,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie die Enjoy Card und erhalten Sie
33024,Süße Pilze,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie die Enjoy Card und erhalten Sie
33025,Wunderland,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Holen Sie es sich nach dem Kauf des Zauberers der Kinderträume
33026,Wundertanz,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Die echte Genehmigung der Bala La Little Demon Fairy wird durch die Teilnahme an den Aktivitäten der Bala La Little Demon Fairy erlangt
33027,Fliege über Cailing Castle,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Die echte Genehmigung der Bala La Little Demon Fairy wird durch die Teilnahme an den Aktivitäten der Bala La Little Demon Fairy erlangt
33028,Kirsche Geburtstagstorte,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Segensgeschenke für Geburtstagsfeiern
33029,Erdbeer-Geburtstagstorte,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Segensgeschenke für Geburtstagsfeiern
33030,Süßigkeiten-Geburtstagskuchen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Segensgeschenke für Geburtstagsfeiern
33031,Schokoladen-Geburtstagskuchen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Segensgeschenke für Geburtstagsfeiern
33032,Perlen-Geschenkbox Geburtstagstorte,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Segensgeschenke für Geburtstagsfeiern
33033,Licht und Rhythmus,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Genießen Sie die Platzierung der Karte
33034,melodiöses Weihnachtslied,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Genießen Sie die Platzierung der Karte
33035,Yunluan-Weidenrauch,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Yao Yue Fairy Dress Up Skin zu bekommen
33036,Mondschatten-Streamer,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Begrenzte Erbringung der betrieblichen Tätigkeit
33037,Reines Gebet,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie ein Geschenkpaket, um es zu bekommen."
33038,Mondschatten-Herzglocke,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Dragon Ring Wushuang Dress Up Skin zu bekommen
33039,Fröhliche Party,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Begrenzte Erbringung der betrieblichen Tätigkeit
33040,Grasmücke und Gesang,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie das Geschenkpaket des Einkaufszentrums, um es zu bekommen."
33041,Süße Beeren,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
33042,Warmes Festmahl,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
33043,Kinderstern Traum,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini Star Factory Event erhalten
33044,Geist Fuchs Fengxian,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Nur Mitglieder verkleiden Avatar Frame
33045,Xianjian Helm Hong,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Nur Mitglieder verkleiden Avatar Frame
33046,Hauptmitglied Avatar Frame,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mitglied Exklusiver Avatar-Rahmen
33047,"Kinderstern bunter Traum (Platz einnehmen, nicht empfohlen)","Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini Star Factory Event erhalten
33048,Lorbeer des Erweckten,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Das Mikro-Event des Films ""Awakening"" gewann"
33049,Kindliches Schätzchen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33050,Gemeinsam Musik spielen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",2021 Rückblick zum Gedenken an den Avatar-Rahmen
33051,Ausgezeichneter Schöpfer des Jahres 2021,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33052,Exklusiv für den Schöpfer des Jahres 2021,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Entwickler Jährliche Auszeichnungen erhalten
33053,Beliebter Schöpfer des Jahres 2021,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33054,Drache Teng Tiger Sprung,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Ye Xiaolong, um die Haut zu ändern und es zu bekommen."
33055,Flügel des Ruhms,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Zhenzang Skin Miranda zu erhalten
33056,Fata Morgana Garten,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Blume Youyou Dress Up Neon Clothes Story zu bekommen
33057,Entomologe,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33058,Schmetterling im Wald,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33059,Voller Gold und Jade,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Tiger Heart Jade / Event Erhalten
33060,Goldener Tiger Neujahr,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33061,Technologie Cyber,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33062,Begrüßen Sie den Frühling und senden Sie Segenswünsche,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33063,voller Glück,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Tiger Roar Fung / Event kaufen Erhalten
33064,Mini World 6. Jahrestag,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Jubiläumsveranstaltung
33065,Disziplinarabteilung,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Discipline Squad Spieler exklusiv
33066,Nach Belieben kritzeln,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33067,Chaoku-Straße,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33068,Pollen Mengmeng,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Huaxiaolou offizieller Fanclub exklusiv
33069,Mini-Wächter,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini World Offizieller Fanclub Exklusiv
33070,Stern- und Mondenergie,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Yin Xiaomin Dress Up Color Magic zu bekommen
33071,Magie der Sonne,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Caili Princess Dress Up Symphony Raider zu erhalten
33072,Galaxie-Jäger,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Silber kaufen Enjoy Card zu erhalten
33073,Buntes Paradies,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33074,Leuchtende Sterne,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
33075,Star Friends Gedenk-Avatar-Rahmen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Star Freunde Veranstaltung Gedenkrequisiten
33076,Worte des Fuchses,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Qimeng Linghu-Huayang, um es zu bekommen (gehen Sie zu [Wohlfahrt], um es zu bekommen)"
33077,Wunderschöner Angriff,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Shi Qiaoling Dress Up und holen Sie es sich.
33078,Frühlingsfest,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33079,Nee Cai Schätzchen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33080,Dem Sand trotzen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33081,Oasis-Abenteurer,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
33082,Worte des Fuchses,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Qimeng Linghu-Huayang, um es zu bekommen (gehen Sie zu [Wohlfahrt], um es zu bekommen)"
33083,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
33084,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
33085,Zeit-Traum-Reisen,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
33086,Dampf spielen cool,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
33087,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
33088,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
33089,Lingguang Farbe,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Phantom of the Rainforest, Raccoon Creek / Twilight Sunset, Raccoon Creek Holen Sie sich"
33090,MWGT-Finalistenpreis,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
33091,MWGT-Spieler-Auswahlpreis,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
33092,Offizieller MWGT-Jurypreis,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
33093,MWGT2023,"Benutze ihn, um diesen Avatarrahmen freizuschalten, der im Profil gewechselt werden kann.",Gedenk-Avatar-Rahmen(MWGT2023)
33094,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
33095,Sahneorange,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
