ID,描述
60116,"Harita bilgisi yüklenemedi, tekrar yüklemek ister misiniz?"
60117,Aramak
60118,"Sonuç bulunamadı,"
60119,Başka bir anahtar kelime deneyin
60120,Stüdyodan ayrılmak istediğinden emin misin?
60121,"""Ayrılmayı onayla""ya dokunduktan sonra, #cFF723Aseven gün boyunca başka bir stüdyoya katılamazsınız#n."
60122,Benim Stüdyom
60123,Stüdyoya başarıyla katıldı
60124,Stüdyoyu İptal Et
60125,"1. Stüdyoyu iptal ettikten sonra stüdyodan kopacak ve stüdyoda geçirdiğiniz süre boyunca üretilen tüm eserlerin sahibi olacaksınız.2. Stüdyoyu iptal ettikten sonra 30 gün boyunca yeni bir stüdyo oluşturamazsınız.3. Stüdyonun iptal edilmesi, stüdyoyla ilgili tüm bilgilerin silinmesine neden olur.4. Uygulamayı 3 gün içinde iptal edebilirsiniz. 3 gün içinde iptal edilmezse, stüdyo başarıyla iptal edilecektir.5. Lütfen ""Mini World Studio Operasyon Yönetmelikleri""ni okuyun. İptalin onaylanması, bu işlem düzenlemelerine uymayı kabul ettiğiniz anlamına gelir."
60126,Kabul Ediyorum
60127,Para Çekme İptal Başvurusu
60128,#c3D4546Remaining para çekme süresi: #cEF2D2D@1d @2h
60129,Studio @1'in iptal başvurusunu geri çekeceğinizden emin misiniz?
60130,#c3D4546Remaining iptal çekilme süresi: #cEF2D2D@1d @2h
60131,"""Mini World Studio Çalışma Yönetmeliği"""
60132,"Stüdyoyu iptal etmek için başvuruyorsunuz, lütfen aşağıdaki şartları bildiğinizi ve kabul ettiğinizi onaylayın:"
60133,Studio @1'in iptalini geri çekeceğinizden emin misiniz?
60134,Lütfen davet bilgilerini doldurunuz.
60135,Bu kişi zaten stüdyoda. Lütfen davetiyeyi tekrar göndermeyin.
70000,Kar yağış sezonu
70001,Etkinliğin kalanı #c0ABA1D@1gün#n
70002,"Etkinlik başladı, herkes için cömert bir hediye hazırlandı"
70003,Seviyeyi satın alma
70004,Yükselt
70005,Ödül
70006,Görev
70007,Şanslı dönen çarkı
70008,Hesaplama
70009,Hesaplama ve teslim
70010,"#c0AAA1A@1级#n satın alacaksınız, #cFA7A0F@2#n mini jeton ödemeniz gerekiyor"
70011,Seviyeyi satın alma başarılı
70012,#cfa7a0f@1#n@2 ödemeniz gerekiyor
70013,@1 satın alma başarılı
70014,Kalanı hesaplaması: #cFFEE92@1gün#n
70015,"1. Belirlenen görevi tamamlamak, ilgili puanları kazanacaktır.
2. Puanlar gerekli sayıya toplandıktan sonra, seviye otomatik olarak yükseltilecekler, ve yükseltme başarılı olduktan sonra ilgili ödüllerin kilidi açılacaktır.
3. Daha zengin ödüller almak için Keyif Kartı (yalnızca RMB ile elde eilir) satın alın
4. Teslim edilmeyen ödüller 3 ay süreyle saklanacak, alınmadığı takdirde boşaltılacaktır.
5. Keyif kartının seviyesi dolduğunda, yine de yükseltilebilir, fazla puanlar daha nadir ödüller kazanmak için Şanslı dönen çarkı'na katılmak için kullanılabilir.
6. Keyif Kartını satın alarak seviyenizi yükseltebilirsiniz, ancak ödülü satın alma ve ödül alındıktan sonra, ödenen mini jeton birimi iade edilemez, lütfen harcamaya dikkatli olun.
7. Bu etkinliğin süresi: @1-@2, lütfen görevi tamamlamak ve nihai ödülü kazanmak için elinizden gelenin en iyisini yapın!
8. Etkinliği yorumlama hakkı resmi Mini World'a aittir"
70016,@Null@
70017,Soğutmada
70018,Sonraki göreve kalan: @1 dakika
70019,@1 kez tamamlandı
70020,Yeni etkinlik başlamadı
70021,Hesaplama ve teslim
70022,Yerleştirme ve tahsilattan sonra puanlar boşalır ve toplanmayan ödüller otomatik olarak deponuza gönderilir.
70023,İlk bakış
70024,kahkaha
70025,Benim alanım
70026,İletişim bilgilerim
70027,Yakışıklı
70028,Haydi birlikte oynayalım
70029,Sulama bahçıvan
70030,Reklamın Kralı
70031,Evren Oluştur
70032,Çok eğlenceli
70033,Kolektör
70034,Harcama yap
70035,Araştırmacı
70036,Birlik ve dostluk
70037,Nini! Kraliçemiz
70038,Ahşap kralı
70039,Güneşlendir
70040,@1/1 kez giriş yap
70041,@1/1 çevrimiçi odaya katılın
70042,@1/1 çevrimiçi oda oluştur
70043,Gerçek isim sistemi
70044,Cep telefonu numarası doğrulama
70045,E-posta kimlik doğrulama
70046,Arkadaşlarınıza sulamak için @1/1kez yardımcı olun
70047,Reklamları @1/1 kez izleyin
70048,30 dakika boyunca @1/1 yaratma modunda oynayın
70049,@1/1 tur savaş modunda oynayın ve kazanın
70050,@1/1 tane harita topla
70051,Haritaya @1/1 kez blok at
70052,Rozeti@1/1 kez görüntüle
70053,@1/1 arkadaş ekle
70054,@1/1 oyunu oynamak için Nini'yi kullanın
70055,1/40 odun parçası kazın
70056,Durumu @1/1 paylaş
70057,Satın alma
70058,#cFFDA0A@1Lv@2-->#n#c5AEA0ALv@3#n
70059,Keyif ilk çiçek açma kartı ödülünü aldığınız için tebrikler #cff871b@1#n
70060,Keyif duygulanma kartı ödülünü aldığınız için tebrikler #cff871b@1#n
70061,Keyif kral kartı ödülünü aldığınız için tebrikler #cff871b@1#n
70062,Keyif kartı
70063,Etkinlik detayları
70064,Görev ayrıntıları
70065,Şanslı dönen çarkı
70066,Hesaplama ve teslim
70067,"1. Her hafta 2000 görev puanı kazanılır
 2. Görev tamamlandıktan sonra ilgili puanlar alınabilir
 3. Keyif kartının seviyesi dolmadan önce, kazanılan puanlar sadece keyif kartının seviyesini yükseltmek için kullanılabilir. Seviye dolduktan sonra, Şanslı dönen çarkına katılmak ve daha nadir ödüller kazanmak için ekstra puanları kullanabilirsiniz. .
 4. Günlük görev tamamlandıktan sonra soğumaya girecek ve ertesi gün soğumadan sonra tekrar tamamlayıp puan kazanabilirsiniz"
70068,"1. Keyif kartının seviyesi dolduktan sonra, kalan ekstra puan ile şanslı dönen çarkına katılablir, her katılım için belirli sayıda puan tüketilir.
 2. Etkinlik bittikten sonra bu etkinlikte kullanılmayan fazla puanlar sıfırlanır, bir sonraki etkinlik şanslı dönen çarkına katılamaz"
70069,"1. Hesaplama sonra, son etkinlikte kalan tüketilmeyen puanlar sıfırlanır.
 2. Ödeme yapıldıktan sonra, son etkinlikte talep edilmemiş ödülleriniz varsa, hazine sandığı deponuza gönderilecektir. Depoda en az 1 boşluk olduğundan emin olunuz.
 3. Son etkinlikte toplanmayan ödülleri görüntülemek için hazine sandığına tıklayın"
70070,Puanınız haftalık üst sınırına @1/@2 ulaşmıştır. Haftaya devam edin!
70071,Puanınız aylık üst sınırına @1/@2 ulaşmıştır. Sonraki ayda devam edin!
70072,Sevgili Mini Maceracı: Sezon sona erdi. Geçen sezon @1 satın aldınız. Ödül size verildi. Zamanında talep etmeyi unutmayın. Etkinliğe katılmaya devam etmeye ve ödülü kazanmak için her zaman bekleriz.
70073,Mevcut puanlarınız ödül çekmek için yeterli değil
70074,"Düşük sürüm numarası, son sürüme oyunu güncelleyin."
70075,Hesaplaşma başarılı ve size mail olarak gönderildi
70076,Puan
70077,@1 kez çek
70078,Hesaplama hazine sandığı
70079,Keyif görevi
70080,Sezon görevi
70101,Yağmur ormanı katili
70102,Şaman orakçı
70103,Büyük Maceracı
70104,Meyve Ağacı Çiftçi
70105,Ziyarete git
70106,Küçük böcek yok edici
70107,Bir sonraki sefer
70108,Bak! Gashapon
70109,Aşkın hediyesi
70110,Görünümü hediye et
70111,Özelleştirilmiş hediye
70199,Afrika'dan Avrupa'ya git
70201,Tüylü yılan tanrı'nı 1 kez öldür
70202,2 Yağmur Ormanı Rahibini yen
70203,1 kere evcil hayvan macerası
70204,Eve 1 meyve ağacı dikin
70205,Başkalarının evlerini 1 kez görüntüle
70206,Başkalarının 1 kez böceklerim yok etmesine yardım edin
70207,Diğer kişilerin kişisel merkezinden 1 kere beğeni
70208,Mağazada Gashapon çekilişi 1 kere
70209,Görünümü hediye et 1 kere
70210,Özelleştirilmiş hediye 1 kere
70211,Altın meyve çekilişi 1 kere
70299,@Null@
70301,Tüy yılan tanrısını @1/1 kez öldür
70302,Evcil Hayvan Macerası@1/10 kere
70303,@1/10 kez savaş modunda oynayın ve kazanın
70304,Haritaya @1/10 kez blok at
70305,Küçük meyve çekiliş @1/10 kez
70306,Sıralama Listesi
70307,Rütbe
70308,Lakap
70309,Rütbe
70310,EXP
70311,Arkadaş Sıralama Listesi
70312,Bugünün EXP Sıralama Listesi
70313,Bir sonraki yenilemeye kadar geçen süre: [color=#FFEB97]%s min[/color].
70314,"Geçen hafta tamamlanmayan görevlerden gelen EXP, 4400 EXP'ye kadar bir sonraki haftaya taşınır."
70315,(Taşınan EXP @1 dahil)
70316,Hak talebine git
70317,Arkadaş Sıralama Listesini Görüntüle
70318,Sunucu Sıralama Listesini Görüntüle
70319,Haftalık maksimum EXP'ye ulaşıldı
70320,Mevcut Arkadaşlar Sıralama Listesi
70321,Talep Edilecek Ödüller
70322,Geçerli Sunucu Sıralama Listesi
70323,No.@1
70324,"Season Pass seviyenizi yükseltmek için haritaları keşfedin veya çeşitli maceralara çıkın. Seviye ne kadar yüksek olursa, o kadar çok ödül alabilirsin!"
70399,@Null@
70400,$#cFFF000688#cFFFFFF değerinde ödüllerin kilidini açın
70401,Yükseltmeden sonra kullan
70402,Şimdi kullan
70403,Kalıcı Cilt-Nepro
70404,Avatar Frame-Gala Dansı
70405,Özel Skin-Lucky Frog
70406,Özel Skin-Wilderness Tatil
70407,￥18
70408,￥68
70409,￥118
70410,@Null@
70411,indirim
70412,hemen yükselt
70413,40
70414,￥50
70415,Sezonda bir satın alma ile sınırlıdır
70416,Seviye yükseltme
70417,Bir Lokum Kartı satın alın ve
70418,Almak için @1 seviyesine yükseltin
70419,Tümünü alın
70420,Bedava!
70421,Kalan süre: @1
70422,Meydan okuma
70423,Haftanın geri kalanı: @1
70424,Anında 40. seviyeye yükseltin
70425,Satın aldıktan hemen sonra aşağıdaki ödülleri alabilirsiniz:
70426,Sınırlı
70427,Bugünün satın almasının limiti
70428,Sezonun satın almanın limiti
70429,Git
70430,Görevin kilidi açılmasına:
70431,a kadar yükselt
70432,Değerinde ödüller almak için Season Pass satın alın
70433,@Null@
70434,Ödüle git
70435,tecrübe
70436,gökyüzü
70437,Saat
70438,Dakika
70439,Saniye
70440,Bu ürünü takas etmek için Keyif kartı'nı açmanız gerekir.
70441,"Bugünkü takas etme sayısı üst sınıra ulaştı, lütfen yarın tekrar gelin"
70442,"Bu sezondaki takas etme sayısı üst sınıra ulaştı, lütfen sonraki sezonda tekrar gelin"
70443,"Yetersiz puan, takas etmesi başarısız oldu"
70444,Yeni sezon başladı lütfen tekrar giriniz
70445,Takas etmek için @1 puan harcayın
70446,"[Görevler]1. Görevler haftalık görevlere ve mevsimsel meydan okuma görevlerine ayrılmıştır. EXP kazanmak, Season Pass'inizin seviyesini yükseltmek ve ilgili öğe ödüllerini almak için görevleri tamamlayın.2. Haftalık görevler tekrar tekrar tamamlanabilir ve EXP tamamlandıktan sonra otomatik olarak verilir.3. Haftalık görevlerin bir EXP sınırı vardır. Haftalık EXP'niz sınıra ulaşmazsa, kalan EXP bir sonraki haftaya (8000'e kadar) taşınır.4. Sezon mücadelesi görevleri tekrarlanamaz. Bunları tamamladıktan sonra, EXP'yi manuel olarak talep etmeniz gerekir.   [Ödüller]1. Sezonun sonunda Season Pass seviyeleri ve ödülleri sıfırlanacak. Lütfen ödüllerinizi zamanında alın. Süresi dolduktan sonra bunları talep edemezsiniz.2. Season Pass Puanları, Kullanım Mağazasındaki ürünler için kullanılabilir. Sezon sonunda, Season Pass puanları temizlenmez ve bir sonraki sezona kadar biriktirilebilir.   [Season Pass ve Seviyeleri Satın Al]1. Daha fazla ödülün kilidini açmak için Season Pass'i satın alın; doğrudan seviye 40.2'ye yükseltmek için EXP paketi satın alın. Season Pass için maksimum seviye 300'dür. Maksimum seviyeye ulaştıktan sonra EXP kazanamaz veya satın alamazsınız.   [Sıralama Listesi]1. Arkadaşlar Sıralama Listesi, Season Pass'in seviyesine göre belirlenir. Aynı seviyedeki oyuncular, birikmiş EXP.2'lerine göre sıralanacaktır. Günlük EXP Sıralama Listesi, o gün sunucudaki tüm oyuncular tarafından kazanılan Season Pass EXP'sine dayanmaktadır.3. Sıralama Listesini kontrol eden çok fazla oyuncu olduğunda, veri yenilemede hafif bir gecikme olabilir. Daha sonra tekrar kontrol edebilirsiniz."
70447,"Başarıyla alındı, @1 deneyim kazandın"
70448,on bin
70449,Daha fazla deneyim kazanın
70450,Bir reklam izlemek ekstra 50 puanlık bir deneyim kazandırabilir
70451,Reddet
70452,Şimdi izle
70453,Bu girişinde hatırlatma yok
70454,#c31f474 zaten sahip olundu#n
70455,Sistem bakımda
70456,"İşlem başarısız oldu, lütfen makinenin zaman ayarını kontrol edin, eğer hala çözülemezse, lütfen müşteri hizmetlerine başvurun."
70457,"Hizmeti başarıyla etkinleştirdiniz, lütfen satın almayı tekrarlamayın."
70458,Kalıcı Cilt-Valena
70459,Avatar Çerçevesi - Doğal Ritim
70460,Özel Cilt-Beyaz Çiçek Notası
70461,Özel Sprey Boya-İyi Çocuk
70462,"Season Pass, Lvl [color=#F9FFAD]@1[/color]'a yükseltilebilir!"
70463,Maksimum Season Pass seviyesine ulaşıldı. Lütfen bir sonraki sezonda tekrar deneyin.
70464,Yeni sezon başladı. Lütfen istemci sürümünüzü güncelleyin ve yeniden deneyin.
70465,Maksimum seviyeye ulaşıldı
70501,"Başarıyla kullanıldı, Keyif kartı'nın puanlarına @1 eklendi."
70502,Vay~ alınacak ödüller var
70503,Görevi tamamladıktan sonra daha fazla ödül alabilirsiniz
70504,"Şimdi, bir görevi tamamlamaya gidin"
70505,Ödül
70506,Devam etmek için tıklayın >>
70551,"Hediye kısmı, yükleme miktarına dahil değildir"
70552,Yükleme yapıldı: #cFFD71C@1#n/@2Mini jeton
70553,Özel ödül
70554,İstediğiniz miktarda yükleme yapın ve özel bir kalıcı görünümü giyin!
70555,@1/@2 mini jeton biriktirin ve özelleştirilmiş görünüm hediye!
70556,Hediye et
70557,Hemen yükleme yapın
70558,Almaya gidin
70559,Özel görünüm
70560,"Başarıyla alındı, ödül mail ile dağıtılacaktır, belirli bir gecikme yaşanabilir, lütfen kontrol edin."
70561,Dilek tüccarı
70562,Sonraki yenileme zamanı
70563,@1 gün sonra sefer sayısı sıfırlanır
70564,Toplu satın alma ödülü
70565,Ürün yenileme
70566,Dilek mağazası ürünlerini şimdi yenileyin
70567,Mini puanlar almak için reklamları izleyin
70568,kalan reklamlar: @1
70569,Tüm ödüller (ödül havuzu güncellemesi için kalan süre: @1)
70570,Kendin Büyük Ödül
70571,Bir kez yakala
70572,On kez yakala
70573,Bu seferde seçilebilen büyük ödül
70574,Ödülün yenilenme süresi @1 kaldı
70575,Tebrikler! Aşağıdaki ödülleri kazandın
70576,Mini puan tüketim ödülü
70577,Reklamı izleme ödülü
70578,@1 puan tüket
70579,@1 kez izle
70580,yenileme zamanı:
70581,Onayla
70582,Al
70583,Alındı
70584,"Şans tanrıçası tarafından seçildin, kazandın"
70585,Dilek Mağazasında belirtilen sayıda mal biriktirerek ek ödüller alabilirsiniz. Satın alma ve ek ödüllerin sayısı düzenli olarak sıfırlanacaktır. Gereksiz kayıpları önlemek için lütfen ödülleri zamanında alın.
70586,Yeni ürün
70587,Sınırlı
70588,seçilmiş
70589,Zaten mevcut
70590,Tekrar alınamaz
70591,Karşılıklı ödül bulunamadı
70592,"Ödül başarıyla alındı, lütfen kontrol etmek için mağazaya gidin"
70593,_x0008_Büyük ödül seçilmedi
70594,Mini jeton abonelik ürünleri
70595,#L#c0aaa1aGizlilik Politikası#n
70596,#L#c0aaa1aOtomatik Yenileme Sözleşmesi#n
70597,Abone olundu
70598,Abonelikten çıktı
70599,Her seferdeki alım
70600,Kalan dağıtım: @1 kez
70601,Sonraki dağıtım: @1
70602,Abonelik sona eriyor: @1
70603,İlk abonelik hediyesi
70604,Mini jeton aboneliği büyük indirim
70605,@1 RMB
70606,@1 RMB
70607,@1 RMB
70608,Abone olun
70609,Elde edin
70610,0.2
70611,@1 Mini jeton her 30 günde bir verilecektir
70612,Abonelik aylık kart
70613,@1RMB/30 gün
70614,Keyif kartı'na abone olun
70615,@1RMB/90 gün
70616,Abonelik Yarım Yıllık Kart
70617,@1RMB/180 gün
70618,Sezonluk kart ve yarım yıllık kart sınırlı süreli indirim
70619,onayla
70620,Seçildi
70621,Orijinal fiyat
70622,Abonelik talimatları
70623,"#cff3d2b Otomatik yenileme hizmetini etkinleştirmek üzeresiniz. Aktivasyondan sonra, seçtiğiniz ürün için zaman diliminin sona ermesinden önce, belirlenen hesabınızdan yenileme ücretini onaylamadan düşeceğimiz konusunda hemfikirsiniz. #n spesifik olarak aşağıdakileri içerir: #n Abone olduktan sonra, hemen bir ayın mini paraları alabilirsiniz. Ve daha sonra her 30 günde bir mini sikke alın."
70624,#cfa7a0f Abonelik ürünleri: #n
70625,#cfa7a0fHer seferdeki alım：#n
70626,"#cfa7a0fÖdeme: #n#ce0dcca, diğer uygulamadaki ürünleri de satın alın. #n"
70627,#cfa7a0fAboneliği iptal et: #n#ce0dcca Dilediğiniz zaman uygulama mağazasından aboneliğinizin durumunu kontrol edebilirsiniz ve iptal edilmesi gereken aboneliği değiştirebilirsiniz.
70628,#cfa7a0f Aboneliği yenileme: #n#ce0dcca Geçerlilik süresinin sonunda otomatik olarak yenilenir.Yenileme başarılı olduktan sonra abonelik süresi bir abonelik süresi uzatılır.
70629,#cfa7a0fAboneliği iptal et: #n#ce0dcca Seçtiğiniz ödeme uygulamasının ödeme ayarlarından abonelik durumunu kontrol edin ve iptal edilmesi gereken aboneliği değiştirin.
70630,#L#c5aea0aGizlilik Sözleşmesi#n
70631,#L#c5aea0aOtomatik yenileme sözleşmesini okuyun ve kabul edin#n
70632,Kapat
70633,Satın al
70634,Ödeme yöntemi
70635,WeChat
70636,Abone olmadan önce otomatik yenileme sözleşmesini gözden geçirmeniz ve kabul etmeniz gerekir.
70637,Başarıyla Abone Olundu
70638,@Null@
70639,Mini jeton ilk ayda talep edilebilir
70640,Onayla
70641,Mini jeton aboneliği sona erme hatırlatması
70642,Mini jeton abonelik hizmetinizin süresi doldu. Daha fazla mini jeton almak için aboneliği yenileyin .
70643,Şimdi yenile
70644,Mini jeton'a abone olun
70645,Alipay
70646,#ceeeaffGelişmiş#n
70647,#cfffde1Süper#n
70648,Orijinal fiyat: @1RMB/90 gün
70649,Orijinal fiyat: @1RMB/180 gün
70650,@1mini jeton
70651,"Ağ anormal, lütfen tekrar deneyin."
70652,"WeChat veya üçüncü taraf bir platform ile otomatik yenileme hizmetine abone olduktan sonra, WeChat veya üçüncü taraf platform, seçtiğiniz ürün döngüsüne göre ürün döngüsü sona ermeden önce ürünü sizin için otomatik olarak yenileyecektir ve tekrar onaylamanızı gerektirmezdir. #rOtomatik yenileme hizmeti aboneliğinden çıkmanız gerekiyorsa, lütfen aşağıdaki işleme göre hareket edin: #rWeChat: ""WeChat"" mobil uygulamasını açın → ""Ben""→ ""Öde"" → sağ üst köşedeki ""Kesinti Hizmeti""→ ""Otomatik yenilemeyi iptal etme""→ ""hizmeti kapat""ı seçin. r Apple cep telefonu kullanıcıları iPhone veya IPad'i manuel olarak açın: ""Ayarlar"" → ""iTunes Store ve App Store"" girin → ""Apple Kimliği""ne tıklayın, ""Apple Kimliğini Görüntüle""yi seçin, ""Hesap Ayarları"" sayfasına girin, ""Abone Ol""a tıklayın, ""Gerekli"" Abonelik hizmetini iptal etmek için ilgili aboneliği iptal etmeniz yeterlidir. #rHuawei App Store kullanıcıları ""Ayarlar""a tıklayın → HUAWEI Kimlik Merkezi'ne tıklayın → ""Ödeme ve Faturalandırma""ya tıklayın → ""Otomatik Ücret Kesintisi / Gizli Ücretsiz Ödeme""ye tıklayın. ""Abonelikten çıkması gereken hizmetler'i seçin ve kapatmak için kaydırma düğmesini sola çevirin. #r Hediye ayrıntıları: #r18 RMB abonelik, her 207 mini jeton aldığınızda, hediye oranı %15'tir. #r38 RMB abonelik, 456 mini jeton aldığınızda, hediye oranı %20'dir.#r"
