ID,名字,描述,获得方式
32131,Terokai Pencarian (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32132,Hari Lahir ke-7,"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32133,Dataran Salji (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32134,Bayang Bunga Aprikot (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32135,Perayaan Dewan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32136,Pengacara IQIYI (30 hari),"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32137,Mutiara Laut (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dibuka kunci dengan memperolehi Puteri Laut Ling Xi
32138,Kad Topeng (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Diperolehi dengan membuka kunci Kad Musim
32139,Majlis Tarian Ihsan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Diperolehi dengan membuka kunci Kad Musim
32140,Jamuan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32141,Lagenda Teratai (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32142,Chiyan Tianling (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32143,Perayaan Zongzi (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32144,Zon Bergerak (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32145,Kehidupan Telekom (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32146,Pochacco (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32147,Gudetama (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32148,Keroppi  (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",
32149,Penghantaran Persahabatan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Diperolehi dengan membuka kunci Kad Musim
32150,Utusan Merpati (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Diperolehi dengan membuka kunci Kad Musim
32151,Hello Kitty (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara Taman Dongeng Musim Panas
32152,Cinnamoroll (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara Taman Dongeng Musim Panas
32153,Leftenan Xuanqiu (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat selepas memperolehi Flame Ray
32154,Keturunan Naga (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari Kad Musim untuk masa terhad
32155,Pedang Naga Sino (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari Kad Musim untuk masa terhad
32156,Perayaan Di Awan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dengan pembelian pakaian Cynthia
32157,Xiaolou (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Xiaolou Dapat dari acara bersemuka pengguna
32158,Pensijilan Rasmi Dinamik—Pakar (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Masukan bingkai avatar terhad rasmi
32159,Pensijilan Rasmi Dinamik—Pemaju (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Masukan bingkai avatar terhad rasmi
32160,Budak Pembunuh Naga (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Diperolehi dengan membeli pakaian Valentine
32161,Pengesahan Dinamik,"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Masukan bingkai avatar terhad rasmi
32162,Cahaya Matahari Hangat Musim Sejuk (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Peri Musim Sejuk
32163,Pertempuran Asap Serigala (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Hua Mulan
32164,Bunga Magnolia (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Hua Mulan
32165,Zaman Kanak-kanak Yang Menyeronokkan (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32166,Hadiah Yang Disukai (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32167,Bom Meow (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32168,Letupan Wangwang (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32169,Pekan Mini (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Pekan Mini Dapat dari acara
32170,Bingkai Avatar Bersemuka (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara bersemuka rasmi luar talian
32171,Selamat Berganda (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara Tahun Baru 2024
32172,Dunia Ais dan Salji (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian Puteri Kristal Ais Xue Nuoer
32173,Mula Sekolah (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara
32174,Tahun Baru Cina (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara
32175,Cutilah (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara
32176,Pleasant Goat (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian Pakaian Pleasant Goat
32177,Lazy Goat (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Lazy Goat
32178,Big Big Wolf (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Big Big Wolf
32179,Pleasant Goat and Big Big Wolf (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara
32180,Cermin Hampa (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Serina
32181,Kemakmuran Abadi (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari acara
32182,Mengejar Air Pasang dan Bulan (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Isis
32183,Perisai Berkobar (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Mini - Pesawat Perang Crimson
32184,Cahaya Bulan Laut (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian pakaian Helena
32185,Petualangan Malam (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32186,Bayangan Beruang (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32187,Penjaga Kristal Ais (30 hari),"Penggunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari pembelian Puteri Kristal Ais
32188,Mi-Lions (30 hari),"Buka bingkai avatar ini, boleh tukar di pusat profil selepas dibuka kunci.",Capai populariti yang diperlukan melalui aktiviti.
32189,,,
32190,Ulang Tahun Ke-8 (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32191,Taman Suzhou (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32192,Kad Persahabatan Mini (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara Kad Persahabatan Mini
32193,Skuad Disiplin Ulang Tahun Ke-5 (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat melalui menyertai Skuad Disiplin
32194,Waktu Bunga Liar (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32195,Musim Bunga (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32196,Persahabatan Mini (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara Kad Persahabatan Mini
33000,@Null@,@Null@,@Null@
33001,Ceri-Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33002,Kota Tua -Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33003,Kambing Merah Jambu - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33004,Gadis Harimau - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33005,Seni Hitam - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33006,Kelompok Gula-Gula - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33007,Little Roasty-Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33008,Dewa Kecil - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33009,Istana Kambing - Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33010,Memori-Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33011,Ceri,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33012,Kota Tua,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33013,Kambing Merah Jambu,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33014,Gadis Harimau,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33015,Seni Hitam,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33016,Kelompok Gula-Gula,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33017,Little Roasty-Status,"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
33018,Dewa Kecil,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33019,Istana Kambing,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33020,Memori-Status,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33021,Versi permainan terlalu rendah,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",@Null@
33022,Versi permainan terlalu rendah,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",@Null@
33023,Baguette Prancis Rangup,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33024,Cendawan segar,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33025,Odyssey istana langit,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33026,Miracle Dance,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33027,Terbang di atas Benteng Pelangi,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33028,kek hari jadi ceri,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33029,kek hari jadi Strawberi,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33030,kek hari jadi Gula-gula,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33031,kek hari jadi Coklat,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33032,kek hari jadi Pearl Giftbox,"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
33033,Light Rhyme,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33034,Melodious Carol,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33035,Skyward Smog,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33036,Moonlight Shadows,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33037,Naive Prayers,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33038,Moonlight Heartbell,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
33039,Let's party,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33040,Warbler and Song,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33041,Beri segar,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari pas musim
33042,Perayaan Heartwarming.,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari pas musim
33043,Anak Star Dream.,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari runway bintang
33044,Roh Musang  dan Pheonix Pari,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Bingkai eksklusif anggota
33045,Pedang Helmet Abadi,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Bingkai eksklusif anggota
33046,Member Besar Bingkai Avatar,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Bingkai eksklusif anggota
33047,Anak Star Dream.,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Bingkai eksklusif anggota
33048,Laurels Awakened,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33049,Childlike Sweetheart,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33050,Main bersama,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33051,Kreator Terbaik Tahun 2021,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33052,Eksklusif untuk Kreator 2021,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33053,Creator Populer Tahun 2021,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33054,Lompatan Naga dan Harimau,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
33055,Sayap Cemerlang,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Diperolehi dengan membeli Miranda
33056,Taman Fantasi,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Terima apabila anda membeli Butterfly Flower Fairy
33057,Ahli entomologi,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Diperolehi daripada Pas Nikmati
33058,Rama-rama Hutan,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari Pas Nikmati
33059,Jade Emas,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Peroleh daripada membeli Hu Xinyu atau Acara
33060,Tahun Harimau Emas,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari Acara
33061,Teknologi Siber,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari Acara
33062,Perayaan Musim Bunga,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari Acara
33063,Penuh Keberkatan,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Peroleh daripada membeli Hu Xiaofeng atau Acara
33064,Ulang Tahun Ke-6 Mini World,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Diperolehi daripada aktiviti ulang tahun
33065,Pasukan Disiplin,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Eksklusif kepada pemain Skuad Disiplin
33066,Grafiti,"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan daripada Pas Musim
