ID,名字,描述,获得方式
32003,Pink Sheep-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32004,Tigre de la muchacha-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32005,Arte Negro-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32006,Grupo Caramelo - Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32007,Poco Roasty-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32008,Poco Deidad-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32009,Ovejas Castillo-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32010,Memorias-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32011,cereza(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32012,Ciudad antigua(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32013,oveja rosa(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32014,chica tigre(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32015,Artes negras(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32016,grupo de dulces(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32017,Little Roasty(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32018,pequeña deidad(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32019,Castillo de ovejas(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32020,recuerdos(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32021,@Null@,@Null@,@Null@
32022,@Null@,@Null@,@Null@
32023,Baguette crujiente(30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32024,Champiñones frescos (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32025,Odisea celestial (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32026,Danza milagrosa (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32027,Volando sobre el fuerte del arco iris (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32028,Pastel de cumpleaños de cerezo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32029,Tarta de cumpleaños de fresa (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32030,Pastel de cumpleaños de caramelo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32031,Pastel de cumpleaños de chocolate (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32032,Tarta de cumpleaños con caja de regalo de perlas (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32033,Rima Ligera (30 días),"Uso: desbloquee este marco para usarlo.Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32034,Villancico Melodioso (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32035,Skyward Smog (30 days),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32036,Sombras a la luz de la luna (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32037,Oraciones inocentes (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32038,Campanilla de Luz de Luna (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del evento
32039,Vamos de fiesta (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32040,Reinita y canción (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32041,Bayas frescas (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32042,Fiesta Calida (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32043,Sueño de Estrella Infantil (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32044,Espiritu de Zorro y Hada Fénix (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32045,Casco Espada Inmortal (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32046,Marco de Avatar  Miembro Grande (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32047,Sueño de Estrella Infantil (7 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del Pase de Temporada
32048,Laureles Despiertos (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32049,Dulzura Infantil (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32050,Jugar juntos (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32051,2021 Creador destacado del año (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32052,2021 Creador Exclusivo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32053,2021 Creador popular del año (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32054,Salto del Dragón y del Tigre (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",@Null@
32055,Alas de Gloria (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Compra el Atesorado Skin Miranda para conseguirlo
32056,Jardín de Fantasía (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Compra Hada de las Flores Mariposa para conseguirlo
32057,Entomólogo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del pase de temporada
32058,Mariposa en el Bosque (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del pase de temporada
32059,Fortuna Llena (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Comprar Jade Corazón de Tigre / Evento para obtenerlo
32060,Año del Tigre Dorado (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del evento
32061,Tecnología Cibernética (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del evento
32062,Bienvenida a la Fiesta de la Primavera (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del evento
32063,Bendito Universo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Comprar Rugido de Tigre / Evento para obtenerlo
32064,Mini Mundo Sexto Aniversario (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtenido del Evento de Aniversario
32065,Equipo de disciplina (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Exclusivo del jugador del equipo de disciplina
32066,El Grafiti (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del pase de temporada
32067,Calle Cool (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Obtener del pase de temporada
32068,Polen Lindo (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Exclusivo para el grupo oficial de fans de Xiaolou
32069,Mini Guardián (30 días),"Uso: desbloquee este marco para usarlo. Usar y cambiar en Perfil, Avatar.",Exclusivo para el grupo oficial de fans de Mini World
32070,Energía Luna Estrella (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Compra Yin Xiaomin Dress Up Color Magic para obtener
32071,Magia Solar (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Comprar Princess Caili Dress Up Phantom Raider para obtener
32072,Cazador de Galaxias (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través de eventos
32073,Paraíso Colorido (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través del pase de temporada
32074,Estrella Brillante (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través del pase de temporada
32075,Marco de Perfil Conmemorativo de Amigo de Estrella (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Accesorios conmemorativos del evento Amigos de Estrella
32076,Palabras del zorro (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Compra Zorro Soñador·Huayang para obtener (ve a [Bienestar] para recibir)
32077,Ataque Lucido (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Compra el vestido Shi Qiaoling para obtener
32078,Banquete de Primavera (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Compra el vestido Shi Qiaoling para obtener
32079,Cariño Neón (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través de eventos
32080,Lucha con Arena Loca (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través de eventos
32081,Aventurero del Oasis (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Obtenlo a través de eventos
32082,Palabras del zorro (30 días),"Uso: desbloqueará el marco del perfil, que se puede cambiar en el centro personal después de desbloquearlo.",Compra Zorro Soñador·Huayang para obtener (ve a [Bienestar] para recibir)
32083,La versión es demasiado baja,"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Adquisición de actividades operacionales
32084,La versión es demasiado baja,"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Adquisición de actividades operacionales
32085,Tour de tiempo (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con Season Pass
32086,Vapor legal (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con Season Pass
32087,La versión es demasiado baja,"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Adquisición de actividades operacionales
32088,La versión es demasiado baja,"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Adquisición de actividades operacionales
32089,Luz Duradera (30 dias),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtenido al comprar Puesta de Fantasma de la Selva Arroyo/Puesta de Sol Rosa Arroyo
32090,MWGT Finalistas (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",
32091,MWGT Seleción de Jugadores (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",
32092,MWGT Seleción Oficial (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",
32093,MWGT2023 (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Marco avatar conmemorativo de la participación en el evento MWGT2023
32094,La versión es demasiado baja,"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",
32095,La versión es demasiado baja,"Uso: Desbloquea el Marco Avatar, cambia en el Centro Personal después de desbloquear.",Actividades operativas para obtener
32096,La versión es demasiado baja,"Uso: Desbloquea el Marco Avatar, cambia en el Centro Personal después de desbloquear.",Actividades operativas para obtener
32097,Águila tribal (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con evento
32098,Jefe de tribu (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con eventos
32099,Pureza eterna (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con Pase de Temporada
32100,Isla de los Sueños (30 días),"Uso: Desbloquea el Marco de Avatar, que se puede cambiar en el Centro Personal después de desbloquear.",Obtener con Season Pass
