皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移
243,奥斯卡,140248,,378,3,140248_2,1,140248_3,140248_1,,,,,,,,,-1,2,,999,真正的天才自出生起就被赋予了无上荣光，而我只是拼尽一生去靠近那道光。,2,,,,,999,skin243,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下香肠脚印。,,skill,#cda5b0a斗罗大陆联动装扮专属动作：释放魂技！#n,,skill,#cda5b0a仅限扭蛋产出#n,,,,,,,dtxx_beijingtu70,,0,,,,,,180,,,,,,27125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,马红俊,140250,,379,3,140250_2,1,140250_3,140250_1,,,,,,,,,-1,2,,999,你没听过，草窝里也有金凤凰吗？,2,解锁道具可通过活动获得,,,,999,skin244,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下火焰脚印。,,skill,#cda5b0a斗罗大陆联动装扮专属动作：展示武魂！#n,,,,,,,,,,dtxx_beijingtu70,,0,,,,,,180,,,,,,27126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,绮萝,140255,,380,3,140255_2,1,140255_3,140255_1,,,,,,,,,-1,2,,999,"春发绮丽挂云木，冬埋萝枝盼燕归。
上天入地，冬去春来，
这场人间历练，你也要一起加入吗？",2,,,,,999,skin245,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着紫藤花！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,戴沐白,140249,,381,3,140249_2,1,140249_3,140249_1,,,,,,,,,-1,2,,999,我要变得更强，强到可以保护你，保护更多的人。,2,,,,,999,skin246,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上会散发出闪电！,,skill,#cda5b0a斗罗大陆联动装扮专属动作：展示武魂！#n,,,,,,,,,,dtxx_beijingtu70,,0,,,,,,180,,,,,,27128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,朱竹清,140252,,382,3,140252_2,1,140252_3,140252_1,,,,,,,,,-1,2,,999,我不想过别人安排的人生，我要挣脱束缚，所以必须变强。,2,,,,,999,skin247,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着紫色光点！,,skill,#cda5b0a斗罗大陆联动装扮专属动作：展示武魂！#n,,,,,,,,,,dtxx_beijingtu70,,0,,,,,,180,,,,,,27129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,宁荣荣,140251,,383,3,140251_2,1,140251_3,140251_1,,,,,,,,,-1,2,,999,过去已无法改变，就算用尽一生，我也要重振那道光芒！,2,,,,,999,skin248,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着蓝色光点！,,skill,#cda5b0a斗罗大陆联动装扮专属动作：展示武魂！#n,,,,,,,,,,dtxx_beijingtu70,,0,,,,,,180,,,,,,27130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,版本过低,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,版本过低,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,雨林魅影 浣溪,140260,,386,3,140260_2,1,140260_3,140260_1,,,,,,,,,-1,2,,999,"倾听来自心底的呼声，抛却对完美的执着，
做人群之中的焦点，也做雨林深处的魅影。
尾屏之下，此刻，我浴火重生。",2,,,,,999,skin251,180,60,60,220,120,120,7,bodyeffcet2,光照改变：随地图内环境光照幻化造型，点击左侧按钮查看说明。,6,OutoChange,幻化：环境光照大于9时幻化为暮光落霞，点击左侧按钮预览。,5,actionpaly,专属动作：地图内有多个专属动作，点击左侧按钮可预览相关动作。,,skill,#cda5b0a仅限星辉礼盒产出#n,,,,,,,dtxx_beijingtu74,,0,,,,,,180,,,,,,27133,,,2_269,,,1,,,,,,,,,,,,,"0,1,2,3,4,5,6,7,8,9",140267_4,10,1,"100859,100860,100101,100130,100155,100102,100104,100131,100140
",,,,,,,,,
252,梅珂玟,140259,,387,3,140259_2,1,140259_3,140259_1,,,,,,,,,-1,2,,999,信奉科技改变生活的蒸汽朋克少女，喜欢发明创造。平日里活泼可爱，但对科学有着绝对的认真与执着，最大梦想是造出能让人类自由翱翔的机械翅膀。,2,,,,,999,skin252,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金色光点！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,埃若白,140258,,388,3,140258_2,1,140258_3,140258_1,,,,,,,,,-1,2,,999,严谨认真的性格让他只信任严密的理论与可控的实践结果。经过多次计算与试验，埃若白坚信飞行器才是实现飞行的有效手段，对梅珂玟天马行空的想法嗤之以鼻。,2,,,,,999,skin253,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着齿轮！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,逐梦,140265,,389,3,140265_2,1,140265_3,140265_1,,,,,,,,,-1,2,,999,"沐苍穹之浴，同繁星共语。
寻大千文明，探宇宙奥秘。
有人问，世间的尽头是什么？
我想，星空便是造物的神迹。",2,,,,,999,skin254,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着宇宙能量！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,部落雄鹰卡卡,140261,,390,3,140261_2,1,140261_3,140261_1,,,,,,,,,-1,2,,999,"鹰羽横击长空，权杖圈划领地。
守护部落安危，是我荣幸使命！",2,,,,,999,skin255,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿色荧光！,,,,,,,,,,,,,dtxx_beijingtu61,,0,,,,,,180,,,,,,27137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,部落酋长妮妮,140262,,391,3,140262_2,1,140262_3,140262_1,,,,,,,,,-1,2,,999,"
烛无火复灭，蜡尽光不在。
万般苦做难，雄心尚犹存？
纵使疾风起，少年亦独行！",2,,,,,999,skin256,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,dtxx_beijingtu61,,0,,,,,,180,,,,,,27138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,暮光落霞 浣溪,140267,,404,3,140267_2,1,140267_3,140267_1,,,,,,,,,-1,2,,999,"夏时漫寻无边雪色，冬至索骥跳跃焰火。
饱闻万人掌声雷动，亦不畏一时嘘声冷嘲。
暮光背后，是我，与落霞共舞。",2,,,,,999,skin269,180,60,60,220,120,120,7,bodyeffcet2,光照改变：随地图内环境光照幻化造型，点击左侧按钮查看说明。,6,OutoChange,幻化：环境光照小于等于9时幻化为雨林魅影，点击左侧按钮预览。,5,actionpaly,专属动作：地图内有多个专属动作，点击左侧按钮可预览相关动作。,,skill,#cda5b0a仅限星辉礼盒产出#n,,,,,,,dtxx_beijingtu77,,0,,,,,,180,,,,,,27151,,,2_251,,,,,,,,,,,,,,,,"10,11,12,13,14,15",140260_4,10,1,"100859,100860,100101,100130,100155,100102,100104,100131,100140
",,,,,,,,,
270,咕咚,140266,,405,3,140266_2,1,140266_3,140266_1,,,,,,,,,-1,2,,999,"红泥火炉袅袅生香，承载人间烟火百态。
用食材疗身心，以烟气慰情绪。
欲罢不能的奇妙味道，直叫人大呼：
好鲜，好辣，老板娘加菜！",,,,,,999,skin270,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着食材！,,,,,,,,,,,,,dtxx_beijingtu78,,0,,,,,,180,,,,,,27152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,奶油甜橙 希瑟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,池塘盛夏 绘芽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,弥禾,140274,,408,3,140274_2,1,140274_3,140274_1,,,,,,,,,-1,2,,999,"微酸气息刺激味蕾舌尖，
青绿果肉孕育粒粒香甜。
你问我到底是酸？是甜？
我想是大自然的变化万千。",2,,,,,999,skin273,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着猕猴桃！,,,,,,,,,,,,,dtxx_beijingtu81,,0,,,,,,180,,,,,,27155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,柿梓,140279,,409,3,140279_2,1,140279_3,140279_1,,,,,,,,,-1,2,,999,"秋风卷起金黄的落叶，
清香钻入行人的鼻尖。
每当这番光景出现，
就是柿子成熟的季节到来。",2,,,,,999,skin274,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着柿子叶！,,,,,,,,,,,,,dtxx_beijingtu82,,0,,,,,,180,,,,,,27156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,凯莉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,雪裙,140276,,411,3,140276_2,1,140276_3,140276_1,,,,,,,,,-1,2,,999,"白纱飞舞，裙袂绽放，
林间飘扬的菌幕，四散的担孢，
都是幸福的味道。",2,,,,,999,skin276,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着白色花朵和羽毛！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,竹笙,140275,,412,3,140275_2,1,140275_3,140275_1,,,,,,,,,-1,2,,999,"谎言成灾，虚幻弥漫，
白色帷幕下的笑颜，亲昵的依偎，
有几分真实几分假面。",2,,,,,999,skin277,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着白色花朵和羽毛！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,天幕星龙 卡珀,140235,,413,3,140235_2,1,140235_3,140235_1,,,,,,,,,-1,2,,999,曾是屠龙英雄的他，与龙缠斗过久亦变身为龙，成为了半人半龙身。他扛住了龙血中力量的诱惑，坚守住了自身本性，但身体的变化还是让乡亲们产生了恐惧。带着新生，卡珀开始了新家园的寻找。,2,,,,,999,skin278,180,60,60,220,120,120,,bodyeffcet,身体特效：游戏内可实现变形功能，切换形态！,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着紫色星光！,1,changeicon,#cda5b0a变形：点击左侧变形按钮，可变形为天幕星龙！#n,,skill,#cda5b0a仅限筑梦礼盒产出#n,,,,dtxx_beijingtu84,,0,,1,4622,,,180,,,,,,27160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,恶魂猎人 戴蒙,140285,,414,3,140285_2,1,140285_3,140285_1,,,,,,,,,-1,2,,999,百鬼出行的万圣夜总有不怀好意的恶灵混入其中，刀光一闪，一切恶鬼皆斩灭于湛蓝色的钩镰下。处处喧闹之外，他伴着荧荧魂光守望着节日的安宁。,2,,,,,999,skin279,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着蓝色魂火！,,,,,,,,,,,,,dtxx_beijingtu_hw1,,,,,,,,180,,,,,,27161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,奥利安,140297,,415,3,140297_2,1,140297_3,140297_1,,,,,,,,,-1,2,,999,"“叮叮当，叮叮当，铃儿响叮当……”
哼唱着熟悉的歌谣，给高大的圣诞树挂上灯球、围上彩带，顶端那颗最大的星星，就让奥利安来点亮吧！",2,,,,,999,skin280,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星星！,,,,,,,,,,,,,dtxx_beijingtu89,,0,,,,,,180,,,,,,27162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,菲菲,140293,,416,3,140293_2,1,140293_3,140293_1,,,,,,,,,-1,2,,999,"脚步轻盈胜似无声落下的片片雪花，身后一串浅浅的梅花脚印更显可爱。
身着特意准备的节日盛装，菲菲漫步雪中的仪态可要更加优雅才行！",2,解锁道具可通过活动获得,,,,999,skin281,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下猫咪爪印。,,,,,,,,,,,,,dtxx_beijingtu89,,0,,,,,,180,,,,,,27163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,曦晨 竹茵,140307,,417,3,140307_2,1,140307_3,140307_1,,,,,,,,,-1,2,,999,"电气摇滚乐队的主唱竹茵有两种截然不同的表演风格：温柔清冷如微风抚竹叶，或者激烈狂气如暴雨中狂舞的竹影。
身体里寄宿着两个灵魂的事情，可不能让别人知道！",2,,,,,999,skin282,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着竹叶！,3,changeskin,#cda5b0a变色：点击左侧变色按钮，可切换为暮夜状态。#n,,,,,,,,,,dtxx_beijingtu_hw3,,0,,,,,,180,,,,,,27164,,,3_283,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,暮夜 竹茵,140306,,418,3,140306_2,1,140306_3,140306_1,,,,,,,,,-1,2,,999,"电气摇滚乐队的主唱竹茵有两种截然不同的表演风格：温柔清冷如微风抚竹叶，或者激烈狂气如暴雨中狂舞的竹影。
身体里寄宿着两个灵魂的事情，可不能让别人知道！",2,,,,,999,skin283,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着暗星！,3,changeskin,#cda5b0a变色：点击左侧变色按钮，可切换为曦晨状态。#n,,,,,,,,,,dtxx_beijingtu_hw3,,0,,,,,,180,,,,,,27165,,,3_282,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,栗子,140284,,419,3,140284_2,1,140284_3,140284_1,,,,,,,,,-1,2,,999,温柔胆小的小松鼠，是秋叶音乐学院出色的小提琴专业学生，平时非常腼腆，但拉起小提琴的时候仿佛周身都闪着金色的音符。,2,,,,,999,skin284,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金色的音符！,,,,,,,,,,,,,dtxx_beijingtu85,,0,,,,,,180,,,,,,27166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,极兽特工 洛泽·青,140282,,420,3,140282_2,1,140282_3,140282_1,,,,,,,,,-1,2,,999,雪兔一族的精英，冷酷、骄傲，是高曼达星特工组织——“极兽特攻”的一员。武器是雪兔族人制作的氦气动力枪，佩有超高速瞄准镜，擅长远距离狙击。,2,,,,,999,skin285,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下雪花脚印。,,,,,,,,,,,,,dtxx_beijingtu86,,0,,,,,,180,,,,,,27167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,雷娜,140290,,421,3,140290_2,1,140290_3,140290_1,,,,,,,,,-1,2,,999,"电气摇滚乐队的绝对主力鼓手，狂风骤雨般的激烈鼓点是雷娜最爱的风格，至于表演途中不时出现的电光雷鸣……真的只是舞台特效吗？
不管啦！演出结束之后一起去吃好吃的拉面吧！",2,,,,,999,skin286,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身体上会迸发出闪电！,,skill,#cda5b0a仅限筑梦礼盒产出#n,,,,,,,,,,dtxx_beijingtu_hw2,,0,,,,,,180,,,,,,27168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,玛丽露,140296,,422,3,140296_2,1,140296_3,140296_1,,,,,,,,,-1,2,,999,"“叮叮当，叮叮当，铃儿响叮当……”
熟悉而欢快的歌谣响彻大街小巷，玛丽露的圣诞派对，你要来参加吗？",2,,,,,999,skin287,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星星！,,,,,,,,,,,,,dtxx_beijingtu89,,0,,,,,,180,,,,,,27169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,爱尔莉丝,140292,,423,3,140292_2,1,140292_3,140292_1,,,,,,,,,-1,2,,999,"银装素裹日，等霜花盛开。
万籁俱寂时，与鲸豚潜泳。
关于冬天的魔法，说再多也说不完呢~",2,,,,,999,skin288,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下冰晶雪花。,,skill,#cda5b0a仅限筑梦礼盒产出#n,,,,,,,,,,dtxx_beijingtu87,,0,,,,,,180,,,,,,27170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,版本过低,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,雪圆圆,140280,,426,3,140280_2,1,140280_3,140280_1,,,,,,,,,-1,2,,999,"喜气洋洋送礼物，欢呼雀跃领红包。
飘下的可不是白雪，是万物新冬装！",2,,,,,999,skin291,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着雪花！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,竹爆爆,140281,,427,3,140281_2,1,140281_3,140281_1,,,,,,,,,-1,2,,999,"吱吱呀呀捏雪球，噼噼啪啪点炮仗。
炸响的可不是鞭炮，是新年新气象！",2,,,,,999,skin292,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着代表吉祥如意的中国结！,,,,,,,,,,,,,,,0,,,,,,180,,,,,,27174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,海羊星宫之主 卡诺鲁斯,140303,,428,3,140303_2,1,140303_3,140303_1,,,,,,,,,-1,2,,999,"蕨类伴琴声在夜间穿行，
灵妙周星散落思辨笛音。
鱼尾共羊角称理智逻辑，
混乱重构防守堡垒将倾。",2,,,,,999,skin293,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身环绕着摩羯座的力量！,,,,,,,,,,,,,dtxx_beijingtu95,,0,,,,,,180,,,,,,27175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,银瓶星宫之主 艾莉亚斯,140302,,429,3,140302_2,1,140302_3,140302_1,,,,,,,,,-1,2,,999,"风干灵感飞向虚幻之乡，
梦境与奇思在星河游荡。
如露泡影酿造星河缥缈，
葡萄入银瓶酌甜香琼浆。",2,,,,,999,skin294,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身环绕着水瓶座的力量！,,,,,,,,,,,,,dtxx_beijingtu96,,0,,,,,,180,,,,,,27176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,唐可馨,140299,,430,3,140299_2,1,140299_3,140299_1,,,,,,,,,-1,2,,999,"金勺挥挥，糖浆甩甩，红红火火画雪兔。
咕嘟咕嘟，甜甜铜锅，跳出仙奉守护兽！",2,,,,,999,skin295,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着糖画！,,,,,,,,,,,,,dtxx_beijingtu91,,0,,,,,,180,,,,,,27177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,唐可翼,140300,,431,3,140300_2,1,140300_3,140300_1,,,,,,,,,-1,2,,999,"金墨挥毫，剪刀飞舞，热热闹闹吹糖兽。 
揉捏拉扯，呼呼仙法，火花飘扬召平安！",2,,,,,999,skin296,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着糖画！,,,,,,,,,,,,,dtxx_beijingtu91,,0,,,,,,180,,,,,,27178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,佩露,140291,,432,3,140291_2,1,140291_3,140291_1,,,,,,,,,-1,2,,999,渔村中长大的神秘女孩，据说拥有神明的力量，独自一人守护神像与宝藏。心地善良、与人为善，整天笑盈盈的，但面对危险时总是格外冷静，似乎没有什么可以让她愤怒或恐惧。,2,,,,,999,skin297,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,dtxx_beijingtu97,,0,,,,,,180,,,,,,27179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,龙纳斯,140298,,433,3,140298_2,1,140298_3,140298_1,,,,,,,,,-1,2,,999,内陆长大的少年，从小渴望冒险，喜欢探索未知与打破规则。跟随迷萌四子与汤姆队长的脚步来到传说中存在海神宝藏的小岛，立志要找到宝藏，名扬四海。,2,解锁道具可通过活动获得,,,,999,skin298,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,dtxx_beijingtu97,,0,,,,,,180,,,,,,27180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
